wav,flam
6900.742053985596,4.6495252072553065e-15
6901.944875717163,8.15837486136577e-15
6903.1476974487305,5.511123733070592e-15
6904.350519180298,9.387248567176414e-15
6905.553340911865,2.719890344511102e-15
6906.756162643433,7.043186106087335e-15
6907.958388328552,8.057738876902486e-15
6909.16121006012,6.262457203878207e-15
6910.364031791687,7.416469714294043e-15
6911.566853523254,8.841630600136662e-15
6912.769079208374,4.898487672211132e-15
6913.971900939941,7.227021478278198e-15
6915.174722671509,4.848694840406788e-15
6916.376948356628,8.029435270969984e-15
6917.579770088196,7.14002272426571e-15
6918.781995773315,7.341844417575044e-15
6919.984817504883,7.223247099465233e-15
6921.187043190002,7.026798559656806e-15
6922.38986492157,6.04756367461037e-15
6923.592090606689,1.1322207243752349e-14
6924.794316291809,4.2290106183932256e-15
6925.9971380233765,7.027838716116034e-15
6927.199363708496,9.511976709758452e-15
6928.401589393616,1.036535308675474e-14
6929.603815078735,8.869270979271465e-15
6930.806040763855,6.612490181199257e-15
6932.008862495422,9.823507804462058e-15
6933.211088180542,9.242964974941117e-15
6934.413313865662,5.09515813465174e-15
6935.615539550781,4.956078289327899e-15
6936.817765235901,4.7802719424440594e-15
6938.0199909210205,8.075510475168829e-15
6939.22221660614,5.300188388765274e-15
6940.423846244812,6.6240839446648006e-15
6941.626071929932,4.0325493730905895e-15
6942.828297615051,2.6146007610356034e-15
6944.030523300171,5.1623261533031116e-15
6945.2327489852905,5.104658456188144e-15
6946.434378623962,5.8103618386106965e-15
6947.636604309082,5.410424644652738e-15
6948.838829994202,4.7852198854054454e-15
6950.0404596328735,5.575615974641587e-15
6951.242685317993,4.996546135415921e-15
6952.444314956665,6.797106094251016e-15
6953.646540641785,5.686753897101403e-15
6954.8481702804565,5.778679418251597e-15
6956.050395965576,7.829828568817719e-15
6957.252025604248,9.624699854379054e-15
6958.454251289368,6.143502014348181e-15
6959.65588092804,8.540351145193675e-15
6960.857510566711,6.0532629357959705e-15
6962.059140205383,7.856394910175403e-15
6963.261365890503,1.121516853724077e-14
6964.462995529175,5.155845504223669e-15
6965.664625167847,5.1854268593571045e-15
6966.866254806519,6.457121045266769e-15
6968.06788444519,6.39491452210394e-15
6969.269514083862,7.0890834333672565e-15
6970.471143722534,5.887213561431553e-15
6971.672773361206,6.217200657022883e-15
6972.874402999878,6.748845545048255e-15
6974.07603263855,6.8412742037691175e-15
6975.277662277222,9.302687573986123e-15
6976.479291915894,9.19753182171629e-15
6977.680921554565,7.795001115125464e-15
6978.882551193237,7.515680989340044e-15
6980.083584785461,7.126797998860228e-15
6981.285214424133,7.491173785077136e-15
6982.486844062805,6.123432839212411e-15
6983.687877655029,8.119872131715378e-15
6984.889507293701,7.528860821999321e-15
6986.091136932373,8.74317233738077e-15
6987.292170524597,6.8412094057486526e-15
6988.493800163269,7.700176623713292e-15
6989.694833755493,7.720376665439413e-15
6990.896463394165,8.378721165231556e-15
6992.097496986389,8.478806578279124e-15
6993.299126625061,7.814523530493781e-15
6994.500160217285,9.71906017173613e-15
6995.701193809509,9.584002462362327e-15
6996.902227401733,6.454432562692184e-15
6998.103857040405,8.446582903866729e-15
6999.304890632629,5.934469953075344e-15
7000.5059242248535,8.28053564708468e-15
7001.706957817078,6.4481035325103e-15
7002.907991409302,6.093851484078976e-15
7004.109621047974,7.066910651906981e-15
7005.310654640198,7.450046100323203e-15
7006.511688232422,6.6546554813135764e-15
7007.712721824646,6.310640249566294e-15
7008.91375541687,7.561937458589602e-15
7010.114789009094,7.789228585589926e-15
7011.315822601318,5.2755994458229555e-15
7012.516260147095,5.898103440517928e-15
