wav,flam
6220.1508467417025,7.371152458950948e-17
6220.906547784309,7.045974885404438e-17
6221.662248826917,7.304790783539867e-17
6222.417949869525,7.344853939982657e-17
6223.173650912133,7.672040259542495e-17
6223.929351954741,8.62762407357461e-17
6224.685052997348,7.89153405368289e-17
6225.440754039956,7.904626649339536e-17
6226.196455082564,7.713909280311116e-17
6226.952156125172,7.216300671132456e-17
6227.70785716778,6.906943409482615e-17
6228.463558210387,6.69324044218289e-17
6229.2192592529955,6.831924888903075e-17
6229.9749602956035,6.610062710855983e-17
6230.730661338212,6.401852198399103e-17
6231.48636238082,6.913152562860072e-17
6232.242063423427,7.747267771994394e-17
6232.997764466035,7.410083026557649e-17
6233.753465508643,6.834622255068482e-17
6234.509166551251,6.696410062360604e-17
6235.264867593859,6.638256449703561e-17
6236.020568636466,6.6536829668242e-17
6236.776269679074,6.578780633890171e-17
6237.531970721682,6.786501242840781e-17
6238.28767176429,6.772431747694603e-17
6239.043372806898,6.50986399846855e-17
6239.799073849505,6.806748654908677e-17
6240.554774892113,6.792126187027103e-17
6241.310475934721,6.541619303904165e-17
6242.066176977329,6.156724098697271e-17
6242.821878019936,5.72253775867675e-17
6243.577579062544,5.679423699517986e-17
6244.333280105152,5.729816370851639e-17
6245.08898114776,5.875760042580916e-17
6245.844682190368,5.787183393168554e-17
6246.600383232976,6.140477476842162e-17
6247.356084275583,6.617978955312951e-17
6248.111785318191,6.707192239845226e-17
6248.867486360799,6.413945180163947e-17
6249.623187403407,6.390998005030221e-17
6250.378888446014,6.97016605016957e-17
6251.134589488622,7.11244360488302e-17
6251.89029053123,7.406851601250355e-17
6252.645991573838,7.784460886092736e-17
6253.401692616446,7.739816090485693e-17
6254.157393659054,7.791716619759693e-17
6254.913094701661,7.835783251022878e-17
6255.668795744269,7.56769560089278e-17
6256.424496786877,7.544472615372328e-17
6257.180197829485,7.970262138555881e-17
6257.935898872092,8.099324198858033e-17
6258.6915999147,8.162934312240805e-17
6259.4473009573085,7.81950919468834e-17
6260.2030019999165,7.494225974556563e-17
6260.958703042525,7.89703989956877e-17
6261.714404085132,8.160636122825629e-17
6262.47010512774,8.356458718303433e-17
6263.225806170348,8.859837425111406e-17
6263.981507212956,8.7373699352304e-17
6264.737208255564,8.11324433523303e-17
6265.492909298171,7.47708719595225e-17
6266.248610340779,7.526781638355808e-17
6267.004311383387,7.424650160691204e-17
6267.760012425995,8.079311246960437e-17
6268.515713468603,7.822480473879286e-17
6269.2714145112095,7.565825497909424e-17
6270.027115553818,7.360579629216992e-17
6270.782816596426,7.086147754032636e-17
6271.538517639034,6.870131539614479e-17
6272.294218681641,7.496591932675934e-17
6273.049919724249,8.376098977031527e-17
6273.805620766857,8.732412346952184e-17
6274.561321809465,8.949360876024995e-17
6275.317022852073,9.200590588303336e-17
6276.072723894681,8.570707491552515e-17
6276.828424937288,8.103585947455951e-17
6277.584125979896,7.616798645931972e-17
6278.339827022504,7.829142443547429e-17
6279.095528065112,8.047945150865693e-17
6279.851229107719,8.404774875387947e-17
6280.606930150327,8.141479137346903e-17
6281.362631192935,7.411980081001725e-17
6282.118332235543,6.903229139607298e-17
6282.874033278151,6.973873970354498e-17
6283.629734320759,6.690172566661812e-17
6284.385435363366,6.517322719679168e-17
6285.141136405974,6.711154443620226e-17
6285.896837448582,6.561689476165862e-17
6286.65253849119,6.43706126307728e-17
6287.408239533797,6.636415992245487e-17
6288.163940576405,6.756783466806297e-17
6288.919641619013,6.902710527480132e-17
6289.6753426616215,6.550141772469524e-17
6290.4310437042295,6.648488537499738e-17
6291.186744746838,7.079426882991986e-17
6291.942445789445,7.366109214835479e-17
6292.698146832053,8.266536050655199e-17
6293.453847874661,8.579546003808506e-17
6294.209548917269,8.87596295188123e-17
6294.965249959876,8.534399813344455e-17
6295.720951002484,8.583964695650264e-17
6296.476652045092,8.56289815812807e-17
6297.2323530877,8.337060575456668e-17
6297.988054130308,8.635582370692342e-17
6298.7437551729145,8.388252781238635e-17
6299.4994562155225,8.116370731484108e-17
6300.255157258131,9.445968659267566e-17
6301.010858300739,8.277480848855258e-17
6301.766559343347,7.603686435653407e-17
6302.522260385954,6.796311874974858e-17
6303.277961428562,7.032108427571976e-17
6304.03366247117,7.202062091484761e-17
6304.789363513778,6.82141787069543e-17
6305.545064556386,6.820116901330641e-17
6306.300765598993,7.171339759860976e-17
6307.056466641601,7.403973143936806e-17
6307.812167684209,7.555154831869606e-17
6308.567868726817,7.081761246230758e-17
6309.323569769424,6.768882485239288e-17
6310.079270812032,7.430912756867107e-17
6310.83497185464,7.646180296650978e-17
6311.590672897248,7.433966087804979e-17
6312.346373939856,7.959035916407107e-17
6313.102074982464,8.769688436111935e-17
6313.857776025071,8.981602985047166e-17
6314.613477067679,8.853891850924776e-17
6315.369178110287,8.53827583993779e-17
6316.124879152895,8.326264554244624e-17
6316.880580195502,7.748744270167033e-17
6317.63628123811,7.786637016722903e-17
6318.391982280718,7.777595854486839e-17
6319.147683323326,7.907365332275241e-17
6319.9033843659345,7.807668387824684e-17
6320.6590854085425,7.775221614155427e-17
6321.41478645115,7.879943432752468e-17
6322.170487493758,7.904486906891213e-17
6322.926188536366,7.716577905325708e-17
6323.681889578974,7.680009613166421e-17
6324.437590621581,7.802637379157045e-17
6325.193291664189,7.699995164928702e-17
6325.948992706797,7.463471256225115e-17
6326.704693749405,7.445851161665779e-17
6327.460394792013,7.793374213737948e-17
6328.216095834619,8.094820477201112e-17
6328.9717968772275,8.171651013677089e-17
6329.7274979198355,8.169660494428375e-17
6330.483198962444,8.27096422692976e-17
6331.238900005052,7.86262174393342e-17
6331.994601047659,7.415026378333806e-17
6332.750302090267,7.805170410598198e-17
6333.506003132875,8.277002048094247e-17
6334.261704175483,7.92033163627175e-17
6335.017405218091,7.882498541206574e-17
6335.773106260698,8.022586060994206e-17
6336.528807303306,8.500781973390819e-17
6337.284508345914,8.628584402908164e-17
6338.040209388522,8.645910479831467e-17
6338.79591043113,8.603668742010477e-17
6339.551611473737,8.17845020491585e-17
6340.307312516345,8.140048619441665e-17
6341.063013558953,7.904316451834908e-17
6341.818714601561,7.636143011274386e-17
6342.574415644169,7.434365153440194e-17
6343.330116686776,7.036932857166889e-17
6344.085817729384,7.510771845280525e-17
6344.841518771992,7.203983584359189e-17
6345.5972198146,6.812889912177671e-17
6346.352920857207,6.987169374595614e-17
6347.108621899815,7.073810192862465e-17
6347.864322942423,7.525364705125949e-17
6348.620023985031,7.172218191869928e-17
6349.375725027639,7.151999828685889e-17
6350.1314260702475,7.075378267616112e-17
6350.887127112855,6.978552583580649e-17
6351.642828155463,7.233747301630143e-17
6352.398529198071,7.408008016523552e-17
6353.154230240679,7.77401392174135e-17
6353.909931283286,7.840842230516182e-17
6354.665632325894,7.633958267434223e-17
6355.421333368502,7.645863704147555e-17
6356.17703441111,8.30312015868435e-17
6356.932735453718,8.79961883474209e-17
6357.688436496326,8.567998582746806e-17
6358.444137538932,8.363267561374633e-17
6359.1998385815405,8.406235602760272e-17
6359.9555396241485,8.331589127147536e-17
6360.711240666757,8.66178808656628e-17
6361.466941709364,8.795252925566321e-17
6362.222642751972,8.826325674548765e-17
6362.97834379458,8.472818117275674e-17
6363.734044837188,8.853489778629415e-17
6364.489745879796,9.024823617195022e-17
6365.245446922403,8.785257427475208e-17
6366.001147965011,8.636738762675029e-17
6366.756849007619,8.629990830719098e-17
6367.512550050227,8.547600257805291e-17
6368.268251092835,8.311912299319798e-17
6369.0239521354415,8.24689734192492e-17
6369.77965317805,8.580241055972391e-17
6370.535354220658,8.626896092510117e-17
6371.291055263266,8.534281872177226e-17
6372.046756305874,8.043564706517847e-17
6372.802457348481,8.285274214388554e-17
6373.558158391089,8.520365687380728e-17
6374.313859433697,8.586820488622426e-17
6375.069560476305,8.817770835752372e-17
6375.825261518912,8.928312604283176e-17
6376.58096256152,8.423115485787441e-17
6377.336663604128,7.9995788352137e-17
6378.092364646736,7.893768853589296e-17
6378.848065689344,8.001557938437159e-17
6379.603766731952,7.981979389853529e-17
6380.35946777456,7.736372340471527e-17
6381.115168817168,7.450801426139712e-17
6381.870869859776,7.64759845696404e-17
6382.626570902384,7.873958292119056e-17
6383.382271944991,7.868286642452768e-17
6384.137972987599,7.48106742965299e-17
6384.893674030207,7.443055162263152e-17
6385.649375072815,8.160726331975155e-17
6386.405076115423,8.389281580852428e-17
6387.160777158031,8.011025099861664e-17
6387.916478200637,8.020803697253019e-17
6388.672179243245,7.94893069786059e-17
6389.4278802858535,7.86607889771041e-17
6390.1835813284615,8.137085122696732e-17
6390.939282371069,8.506698646269531e-17
6391.694983413677,8.385350463277183e-17
6392.450684456285,8.101581220522231e-17
6393.206385498893,8.762000875478702e-17
6393.962086541501,9.043839398913474e-17
6394.717787584109,8.601849429690698e-17
6395.473488626716,8.361029186084038e-17
6396.229189669324,8.337006590006886e-17
6396.984890711932,8.504074668320432e-17
6397.74059175454,7.946046608155182e-17
6398.496292797146,7.562936702970673e-17
6399.2519938397545,7.820736635578175e-17
6400.007694882363,8.331261161331169e-17
6400.763395924971,8.780564857425185e-17
6401.519096967579,8.871746040832003e-17
6402.274798010186,8.790745658866018e-17
6403.030499052794,8.491129656566001e-17
6403.786200095402,8.130682045083454e-17
6404.54190113801,7.900674236216085e-17
6405.297602180618,7.911983082719379e-17
6406.053303223225,8.08858601542949e-17
6406.809004265833,8.571177792634535e-17
6407.564705308441,8.444835095205109e-17
6408.320406351049,7.95811856737351e-17
6409.076107393657,7.676972115446314e-17
6409.8318084362645,7.319309781827255e-17
6410.587509478873,7.81568315071457e-17
6411.343210521481,8.542930952671557e-17
6412.098911564089,8.68388161094623e-17
6412.854612606696,9.070823904342973e-17
6413.610313649304,9.355529293465622e-17
6414.366014691912,8.705985464107913e-17
6415.12171573452,8.215062262358141e-17
6415.877416777128,7.969632691670073e-17
6416.633117819736,7.916705048175487e-17
6417.388818862342,8.051191188993004e-17
6418.14451990495,7.937693914669093e-17
6418.900220947558,7.956952805747154e-17
6419.6559219901665,8.138957534316785e-17
6420.411623032774,7.884824803338475e-17
6421.167324075382,7.688643005036456e-17
6421.92302511799,7.58141829607623e-17
6422.678726160598,7.768967928723673e-17
6423.434427203206,8.043393569421435e-17
6424.190128245814,8.441173251441616e-17
6424.945829288421,8.756015028159338e-17
6425.701530331029,8.512896109532398e-17
6426.457231373637,8.581890561304007e-17
6427.212932416245,8.582153696814231e-17
6427.968633458851,8.205825461895834e-17
6428.724334501459,8.092929274284397e-17
6429.4800355440675,8.672789813772726e-17
6430.235736586676,9.122002891697088e-17
6430.991437629284,1.0091321191524406e-16
6431.747138671891,1.0337467782358078e-16
6432.502839714499,9.723391114363985e-17
6433.258540757107,9.127917381691531e-17
6434.014241799715,8.77473673510834e-17
6434.769942842323,8.616958102961564e-17
6435.52564388493,8.499046984628443e-17
6436.281344927538,8.891605767771232e-17
6437.037045970146,8.766637276810496e-17
6437.792747012754,9.051922684729779e-17
6438.548448055362,8.891789351785863e-17
6439.3041490979695,8.74292021781019e-17
6440.0598501405775,8.68071019957439e-17
6440.815551183186,8.265483264138627e-17
6441.571252225794,8.363884037626959e-17
6442.326953268402,8.58917269501993e-17
6443.082654311009,8.66825854834681e-17
6443.838355353617,9.196607807368017e-17
6444.594056396225,8.976315517712926e-17
6445.349757438833,9.166481363861205e-17
6446.105458481441,8.697872460763139e-17
6446.861159524047,8.11119291547372e-17
6447.616860566655,8.293721608949903e-17
6448.372561609263,8.216926615052642e-17
6449.128262651871,8.064448422725798e-17
6449.883963694479,8.096208547329602e-17
6450.639664737087,8.207923018515631e-17
6451.395365779695,8.308277941269742e-17
6452.151066822303,8.705714946683768e-17
6452.906767864911,8.507488151047723e-17
6453.662468907519,8.437993327359234e-17
6454.418169950126,8.30870034517491e-17
6455.173870992734,8.49392739387931e-17
6455.929572035342,8.687551059191161e-17
6456.68527307795,9.050146300746205e-17
6457.440974120556,8.977802732845897e-17
6458.196675163164,8.966565102381312e-17
6458.952376205772,8.785720439143764e-17
6459.7080772483805,8.568506624230557e-17
6460.463778290989,8.783023668047874e-17
6461.219479333597,8.732614804444935e-17
6461.975180376204,8.350151949164265e-17
6462.730881418812,7.832095886838472e-17
6463.48658246142,8.512841231755553e-17
6464.242283504028,8.740860685553947e-17
6464.997984546635,8.607100056299209e-17
6465.753685589243,8.193583580725766e-17
6466.509386631851,8.021970099860407e-17
6467.265087674459,8.353636309995321e-17
6468.020788717067,8.320506659658255e-17
6468.776489759674,8.157793943302007e-17
6469.5321908022825,8.03934578916388e-17
6470.2878918448905,7.667238226740778e-17
6471.043592887499,8.067077871465005e-17
6471.799293930107,8.343957989624505e-17
6472.554994972714,8.080981180432433e-17
6473.310696015322,7.89881920489316e-17
6474.06639705793,8.269657154593621e-17
6474.822098100538,8.549955365725228e-17
6475.577799143146,8.641334843479163e-17
6476.333500185752,8.692527928742765e-17
6477.08920122836,8.579538999469602e-17
6477.844902270968,8.178958493259957e-17
6478.600603313576,7.66156991304268e-17
6479.3563043561835,7.13319610174712e-17
6480.112005398792,6.700904673237667e-17
6480.8677064414,6.251449828248725e-17
6481.623407484008,6.129649542484048e-17
6482.379108526616,5.959265671639234e-17
6483.134809569224,5.727835071518988e-17
6483.890510611831,5.860632734394708e-17
6484.646211654439,6.186446041689433e-17
6485.401912697047,6.063355276731724e-17
6486.157613739655,5.665389442037225e-17
6486.913314782261,5.827301113783225e-17
6487.669015824869,6.331456371998613e-17
6488.424716867477,6.861566779941409e-17
6489.180417910085,7.365693107300316e-17
6489.9361189526935,7.629077166235941e-17
6490.691819995302,7.721040336595497e-17
6491.447521037909,8.193691875028009e-17
6492.203222080517,8.438804425992314e-17
6492.958923123125,8.060222240727395e-17
6493.714624165733,8.252027604961049e-17
6494.47032520834,8.445223970994785e-17
6495.226026250948,8.57234074798674e-17
6495.981727293556,8.32763647746947e-17
6496.737428336164,8.573561557280788e-17
6497.493129378772,9.132435926947621e-17
6498.24883042138,8.711404859937169e-17
6499.004531463987,8.34372810289253e-17
6499.7602325065955,8.512193621796266e-17
6500.5159335492035,8.608934549072077e-17
6501.271634591812,8.707452603784512e-17
6502.027335634419,8.200268722869229e-17
6502.783036677027,8.114812610916798e-17
6503.538737719635,7.88122926344217e-17
6504.294438762243,7.74347754945944e-17
6505.050139804851,7.876998696182509e-17
6505.805840847457,7.978891155497811e-17
6506.561541890065,8.09951913905152e-17
6507.317242932673,8.30324527292818e-17
6508.072943975281,8.422317807718266e-17
6508.828645017889,8.67996979208564e-17
6509.5843460604965,8.916014331256562e-17
6510.340047103105,8.79496732592241e-17
6511.095748145713,8.707581071781538e-17
6511.851449188321,8.684536229944468e-17
6512.607150230929,8.695843202671034e-17
6513.362851273536,8.488193355879757e-17
6514.118552316144,8.575350549687555e-17
6514.874253358752,8.601485690620592e-17
6515.62995440136,8.434034941854665e-17
6516.385655443966,7.936993021388156e-17
6517.141356486574,7.850512267712042e-17
6517.897057529182,8.054361054602732e-17
6518.65275857179,8.665871217475394e-17
6519.408459614398,9.111826985430065e-17
6520.1641606570065,8.974426077731794e-17
6520.919861699614,8.810308875563188e-17
6521.675562742222,8.978790324764813e-17
6522.43126378483,8.77748537327753e-17
6523.186964827438,9.006487522960491e-17
6523.942665870045,9.300256632869732e-17
6524.698366912653,9.557657892086978e-17
6525.454067955261,9.059953842387443e-17
6526.209768997869,8.88923529666089e-17
6526.965470040477,8.995895784056521e-17
6527.721171083085,9.21871696138456e-17
6528.476872125692,8.919154636293283e-17
6529.2325731683,8.79000169753888e-17
6529.9882742109085,8.618841167542581e-17
6530.7439752535165,8.45538911942788e-17
6531.499676296124,8.315384260693205e-17
6532.255377338732,8.19576521105465e-17
6533.01107838134,8.288329416198615e-17
6533.766779423948,8.488225718199631e-17
6534.522480466556,8.465426059847512e-17
6535.278181509164,8.49397159603921e-17
6536.03388255177,8.328192908025435e-17
6536.789583594378,7.880432192494253e-17
6537.545284636986,7.859881161346431e-17
6538.300985679594,7.990939263848924e-17
6539.056686722201,8.14310289035995e-17
6539.8123877648095,8.358014441055904e-17
6540.568088807418,8.381524419596738e-17
6541.323789850026,8.093295697163599e-17
6542.079490892634,7.840638327421428e-17
